Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
solcher,Acc,Plur,,,DET,,solche:313 | ebensolche:2 | solchen:1
solcher,Dat,Sing,Fem,,DET,,solcher:3 | solch:1 | solchen:1
solcher,Dat,Plur,,,DET,,solchen:126 | solche:1
solcher,Dat,Sing,Neut,,DET,,solchen:3 | solchem:1
sonstige,Dat,Plur,Fem,Pos,ADJ,Strong,sonstigen:11 | sonstige:1
souverän,Acc,Plur,Fem,Pos,ADJ,Strong,souveräne:1 | souveränen:1
sozial,Acc,Plur,Fem,Pos,ADJ,Strong,soziale:6 | sozialen:2
sozial,Acc,Plur,Neut,Pos,ADJ,Strong,soziale:4 | sozialen:1
sozial,Dat,Sing,Fem,Pos,ADJ,Strong,sozialer:6 | sozialen:4
spanisch,Dat,Sing,Neut,Pos,ADJ,Strong,spanisch:1 | spanischem:1
speichern,Acc,Sing,Masc,Pos,ADJ,Strong,gespeicherten:1 | speichernden:1
spektakulär,Dat,Sing,Fem,Pos,ADJ,Strong,spektakulären:5 | spektakulärer:2
spekulativ,Acc,Plur,Fem,Pos,ADJ,Strong,spekulative:1 | spekulativen:1
speziell,Acc,Plur,Fem,Pos,ADJ,Strong,spezielle:19 | speziellen:1
speziell,Dat,Sing,Neut,Pos,ADJ,Strong,speziellen:10 | speziellem:2
speziell,Dat,Plur,Neut,Pos,ADJ,Strong,speziellen:14 | spezielle:2
speziell,Dat,Sing,Fem,Pos,ADJ,Strong,speziellen:31 | spezieller:6
spezifisch,Dat,Plur,Fem,Pos,ADJ,Strong,spezifischen:3 | oem-spezifischen:1 | windows-spezifischen:1
sprachlich,Dat,Plur,Masc,Pos,ADJ,Strong,sprachlichen:2 | nicht-sprachlichen:1
sprechen,Dat,Plur,Neut,Pos,ADJ,Strong,gesprochenen:1 | sprechenden:1
sprechen,Dat,Sing,Fem,Pos,ADJ,Weak,gesprochenen:1 | sprechenden:1
spät,Dat,Sing,Fem,Cmp,ADJ,Strong,späteren:11 | späterer:1
staatlich,Dat,Sing,Fem,Pos,ADJ,Strong,staatlicher:8 | staatlichen:7
staatlich,Dat,Plur,Fem,Pos,ADJ,Strong,staatlichen:12 | staatliche:2
staatlich,Dat,Sing,Neut,Pos,ADJ,Strong,staatlichem:2 | staatlichen:1
stark,Dat,Sing,Fem,Pos,ADJ,Strong,starken:11 | starker:9
stark,Dat,Plur,Masc,Pos,ADJ,Strong,starken:16 | starker:1
stark,Dat,Sing,Masc,Pos,ADJ,Strong,starkem:11 | starken:11
stark,Dat,Sing,Neut,Pos,ADJ,Strong,starkem:4 | starken:3
stark,Dat,Sing,Fem,Cmp,ADJ,Strong,stärkeren:6 | stärkerer:3 | stärkere:1
stark,Dat,Sing,Neut,Cmp,ADJ,Strong,stärkeren:2 | stärkerem:1
starten,Dat,Sing,Neut,Pos,ADJ,Weak,gestarteten:3 | startenden:1
starten,Dat,Sing,Neut,Pos,ADJ,Strong,gestartetem:1 | gestarteten:1
starten,Acc,Sing,Masc,Pos,ADJ,Weak,gestarteten:3 | startenden:1
statistisch,Acc,Plur,Fem,Pos,ADJ,Strong,statistische:1 | statistischen:1
stattfinden,Dat,Sing,Fem,Pos,ADJ,Weak,stattfindenden:15 | stattgefundenen:2 | stattfindende:1
stecken,Acc,Sing,Neut,Pos,ADJ,Weak,gesteckte:4 | steckende:1
stecken,Dat,Sing,Masc,Pos,ADJ,Weak,gesteckten:1 | steckenden:1
stehen,Dat,Sing,Fem,Pos,ADJ,Strong,stehender:2 | stehenden:1
steigen,Dat,Plur,Masc,Pos,ADJ,,steigenden:11 | gestiegenen:2
steigen,Dat,Plur,Neut,Pos,ADJ,Strong,steigenden:3 | gestiegenen:2
steigen,Acc,Plur,Neut,Pos,ADJ,Strong,steigende:2 | steigenden:1
steigen,Acc,Sing,Fem,Pos,ADJ,,steigende:14 | gestiegene:6
steigen,Dat,Sing,Masc,Pos,ADJ,Strong,steigendem:4 | gestiegenen:2 | gestiegenem:1 | steigenden:1
steigen,Dat,Sing,Masc,Pos,ADJ,Weak,gestiegenen:1 | steigenden:1
steigen,Dat,Sing,Fem,Pos,ADJ,Strong,steigender:10 | steigenden:3
steigen,Dat,Sing,Fem,Pos,ADJ,Weak,gestiegenen:4 | steigenden:4
steigen,Dat,Plur,Fem,Pos,ADJ,,gestiegenen:6 | steigenden:6
steigen,Acc,Sing,Masc,Pos,ADJ,,gestiegenen:6 | steigenden:5
steigen,Acc,Plur,Masc,Pos,ADJ,Strong,steigende:9 | gestiegene:3
steigen,Acc,Plur,Masc,Pos,ADJ,Weak,gestiegenen:2 | steigenden:1
steigen,Acc,Plur,Fem,Pos,ADJ,Strong,steigende:3 | gestiegene:2
steigern,Dat,Sing,Fem,Pos,ADJ,Strong,gesteigerten:1 | gesteigerter:1
steil,Dat,Sing,Masc,Pos,ADJ,Strong,steilem:1 | steilen:1
stellen,Acc,Sing,Fem,Pos,ADJ,Strong,gestellte:3 | stellende:2
strafbar,Dat,Sing,Fem,Pos,ADJ,Weak,strafbare:1 | strafbaren:1
strategisch,Dat,Sing,Neut,Pos,ADJ,Strong,strategischen:3 | strategischem:1
strategisch,Acc,Plur,Fem,Pos,ADJ,Strong,strategische:9 | strategischen:1
strategisch,Dat,Sing,Masc,Pos,ADJ,Strong,strategischen:3 | strategischem:1
strategisch,Dat,Sing,Fem,Pos,ADJ,Strong,strategischen:6 | strategischer:6
strategisch,Dat,Plur,Fem,Pos,ADJ,Weak,nicht-strategischen:1 | strategischen:1
ständig,Acc,Sing,Masc,Pos,ADJ,Strong,ständigen:3 | nicht-ständigen:1
ständig,Dat,Sing,Masc,Pos,ADJ,Strong,ständigem:3 | ständigen:2
stören,Acc,Sing,Masc,Pos,ADJ,Weak,gestörten:1 | störenden:1
stützen,Acc,Sing,Fem,Pos,ADJ,Strong,internet-gestützte:1 | pc-gestützte:1
stützen,Acc,Plur,Neut,Pos,ADJ,Strong,it-gestützte:1 | mikroprozessor-gestützte:1
stützen,Dat,Plur,,Pos,ADJ,Strong,beia-gestützten:1 | chipkarten-gestützten:1
stützen,Acc,Sing,Neut,Pos,ADJ,Strong,beia-gestütztes:1 | gps-gestütztes:1 | pc-gestütztes:1
stützen,Acc,Sing,Masc,Pos,ADJ,Strong,satelliten-gestützten:1 | wizard-gestützten:1
stützen,Acc,Plur,Fem,Pos,ADJ,Strong,hardware-gestützte:1 | tib-gestützte:1
systematisch,Dat,Sing,Fem,Pos,ADJ,Strong,systematischen:3 | systematischer:1
tatsächlich,Dat,Sing,Masc,Pos,ADJ,Strong,tatsächlichem:1 | tatsächlichen:1
tatsächlich,Dat,Sing,Fem,Pos,ADJ,Strong,tatsächlichen:3 | tatsächlicher:1
tatsächlich,Dat,Sing,Neut,Pos,ADJ,Strong,tatsächlichem:1 | tatsächlichen:1
tauglich,Acc,Sing,Fem,Pos,ADJ,Strong,stereo-tv-taugliche:1 | taugliche:1 | tualatin-taugliche:1
tauglich,Acc,Sing,Masc,Pos,ADJ,Strong,ddr-sdram-tauglichen:2 | dual-tualatin-tauglichen:1 | internet-tauglichen:1 | rdram-tauglichen:1
tauglich,Dat,Plur,Masc,Pos,ADJ,Strong,ddr-tauglichen:1 | multimedia-tauglichen:1 | usb-2.0-tauglichen:1
technisch,Dat,Sing,Masc,Pos,ADJ,Strong,technischen:6 | technischem:4 | wissenschaftlich-technischem:1
technisch,Dat,Plur,Fem,Pos,ADJ,Strong,technischen:43 | technische:1
technisch,Dat,Sing,Fem,,PROPN,,technischen:5 | technische:1
technisch,Dat,Sing,Fem,Pos,ADJ,Weak,technischen:51 | physikalisch-technische:1
technisch,Dat,Sing,Fem,Pos,ADJ,Strong,technischer:18 | technischen:6 | technische:1
technisch,Acc,Plur,Masc,Pos,ADJ,Weak,technischen:5 | it-technischen:1
technisch,Acc,Plur,Masc,Pos,ADJ,Strong,technische:11 | pharmazeutisch-technische:1 | technischen:1
technisch,Acc,Plur,Fem,Pos,ADJ,Strong,technische:33 | technischen:5 | wissenschaftlich-technische:1
technisch,Acc,Plur,Fem,Pos,ADJ,Weak,technischen:33 | technische:1
technisch,Acc,Sing,Neut,Pos,ADJ,Strong,technisches:7 | technische:1
technisch,Dat,Plur,Masc,Pos,ADJ,Strong,technischen:30 | naturwissenschaftlich-technischen:1
technologisch,Acc,Plur,Fem,Pos,ADJ,Strong,technologische:1 | technologischen:1
technologisch,Dat,Sing,Fem,Pos,ADJ,Strong,technologischen:1 | technologischer:1
telefonisch,Dat,Sing,Fem,Pos,ADJ,Strong,telefonischen:8 | telefonische:1 | telefonischer:1
terroristisch,Acc,Plur,Fem,Pos,ADJ,Strong,terroristische:3 | anti-terroristische:1
teuer,Acc,Sing,Neut,Pos,ADJ,Strong,teures:12 | teueres:2 | teuere:1 | teure:1
teuer,Dat,Sing,Masc,Pos,ADJ,Strong,teurem:3 | teuren:2
theoretisch,Dat,Sing,Fem,Pos,ADJ,Strong,theoretischen:3 | theoretischer:1
thermisch,Dat,Sing,Fem,Pos,ADJ,Weak,thermischen:3 | nicht-thermischen:1
thermisch,Dat,Plur,Masc,Pos,ADJ,Weak,nicht-thermischen:1 | thermischen:1
tief,Dat,Sing,Fem,Pos,ADJ,Strong,tiefen:4 | tiefer:4
tief,Dat,Sing,Fem,Cmp,ADJ,Strong,tieferen:1 | tieferer:1
toll,Dat,Sing,Fem,Pos,ADJ,Weak,tolle:1 | tollen:1
toll,Dat,Sing,Fem,Pos,ADJ,Strong,tollen:1 | toller:1
toll,Acc,Sing,Masc,Pos,ADJ,Strong,tollen:2 | toll:1
tragen,Dat,Sing,Fem,Pos,ADJ,Weak,getragenen:1 | tragenden:1
typisch,Dat,Sing,Fem,Pos,ADJ,Strong,typischen:3 | typischer:2 | adobe-typischen:1
typisch,Dat,Sing,Fem,Pos,ADJ,Weak,palm-os-typischen:1 | typischen:1
typisch,Dat,Plur,Fem,Pos,ADJ,Strong,typischen:4 | typische:1
typisch,Acc,Sing,Masc,Pos,ADJ,Weak,typischen:4 | mainframe-typischen:1
typisch,Dat,Plur,Neut,Pos,ADJ,Strong,handy-typischen:1 | typischen:1
typisch,Acc,Sing,Fem,Pos,ADJ,Strong,typische:2 | mac-typische:1
typisch,Dat,Sing,,Pos,ADJ,Strong,adobe-typischem:1 | typischem:1
umfassen,Dat,Sing,Fem,Pos,ADJ,Strong,umfassenden:6 | umfassender:1
umfassen,Dat,Sing,Neut,Pos,ADJ,Strong,umfassendem:1 | umfassenden:1
umgebend,Acc,Sing,Fem,Pos,ADJ,Weak,umgebende:1 | umgebenden:1
unabhängig,Acc,Sing,Fem,Pos,ADJ,Strong,unabhängige:11 | hersteller-unabhängige:1
unabhängig,Dat,Sing,Fem,Pos,ADJ,Weak,unabhängigen:3 | hersteller-unabhängigen:1
unabhängig,Acc,Sing,Neut,Pos,ADJ,Strong,unabhängiges:3 | gui-unabhängiges:1
unangenehm,Dat,Sing,Fem,Pos,ADJ,Strong,unangenehmen:1 | unangenehmer:1
unbekannt,Dat,Sing,Fem,Pos,ADJ,Strong,unbekannter:5 | unbekannten:4
unbekannt,Dat,Sing,Masc,Pos,ADJ,Strong,unbekanntem:2 | unbekannten:2
unbekannt,Acc,Plur,Neut,Pos,ADJ,Weak,unbekannte:1 | unbekannten:1
unerlaubt,Acc,Plur,Fem,Pos,ADJ,Strong,unerlaubte:2 | unerlaubten:1
unerwünscht,Dat,Sing,Masc,Pos,ADJ,Strong,unerwünschtem:1 | unerwünschten:1
unerwünscht,Acc,Plur,Masc,Pos,ADJ,Strong,unerwünschte:2 | unerwünschten:1
unerwünscht,Dat,Sing,Fem,Pos,ADJ,Strong,unerwünschter:3 | unerwünschten:1
ungehindert,Dat,Sing,Masc,Pos,ADJ,Strong,ungehindertem:1 | ungehinderten:1
ungenannt,Dat,Sing,Fem,Pos,ADJ,Strong,ungenannten:2 | ungenannter:2
ungewöhnlich,Dat,Sing,Fem,Pos,ADJ,Strong,ungewöhnlichen:2 | ungewöhnliche:1 | ungewöhnlicher:1
ungünstig,Dat,Sing,Fem,Pos,ADJ,Strong,ungünstigen:1 | ungünstiger:1
unknown,Dat,,,,NOUN,,navigator:4 | kriminellen:3 | dot.Com-Companies:2 | 1133-MHz-Pentium:1 | 3.10a:1 | backups:1 | beiteiligten:1 | beschenkten:1 | bonnern:1 | boygroups:1 | breathe:1 | browser-Release:1 | cCDs:1 | celera:1 | cern:1 | chattern:1 | clients:1 | colorama:1 | comdirect:1 | connectivity:1 | crusoe:1 | cyber-Entrepeneuren:1 | dauer-Rennerin:1 | desktop-Coppermines:1 | deut:1 | e-Commercelern:1 | eCMA:1 | eCommerce:1 | eFF:1 | einzelnen:1 | entrechtung:1 | excite.de:1 | firmenehe:1 | gebaren:1 | gehetzten:1 | gehörlosen:1 | gFlops:1 | gMD:1 | guides:1 | heavyweights:1 | heise-Ticker:1 | herstellter:1 | hightech:1 | iCANN:1 | iCast-Clients:1 | internet-Appliances:1 | internetties:1 | iridium:1 | iSPs:1 | itanium:1 | jüngsten:1 | krawattis:1 | kritischeres:1 | lANL:1 | lingubot:1 | lyan:1 | lüfter:1 | matloff:1 | mRJ-Plugin:1 | nahost:1 | nCs:1 | nicht-Windows-Clients:1 | nneben:1 | nSA:1 | object:1 | password-Sniffern:1 | paybox:1 | pC-Videobegeisterten:1 | pentium:1 | philanthropie:1 | plugin:1 | rechteverletzer:1 | registries:1 | resellern:1 | s/390-Mainframes:1 | salinger:1 | schnellebigkeit:1 | schwerhörigen:1 | startup-Companies:1 | symbian:1 | taiwanern:1 | text-Mining:1 | threads:1 | tumorart:1 | tux:1 | uSB:1 | verleiher:1 | vice-President:1 | vRML:1 | w3C:1 | wang:1 | what's:1 | ältestenrat:1 | öffentlich-Rechtlichen:1
unknown,Acc,Sing,Neut,,NOUN,,48bittige:1 | cOmputergestütztes:1
unknown,Acc,,,,NOUN,,g3-Minitower:1 | iE:1 | java-VM:1 | nachfrager:1 | newsgroups:1 | pf./Min.:1 | pf/Min.:1 | tLD:1 | uRL:1 | zersplitterung:1
unmittelbar,Dat,Sing,Fem,Pos,ADJ,Strong,unmittelbarer:8 | unmittelbaren:2
unser,Acc,Sing,Neut,,DET,,unser:65 | unsere:1
unser,Dat,Sing,Fem,,DET,,unserer:82 | unsere:1
unser,Dat,Plur,Fem,,DET,,unseren:1 | unsern:1
untere,Dat,Sing,Neut,Pos,ADJ,Strong,unterem:1 | unteren:1
unternehmensnah,Dat,Plur,Masc,Pos,ADJ,Strong,unternehmensnahen:3 | unternehmensnahe:1
unterschiedlich,Acc,Plur,Fem,Pos,ADJ,Strong,unterschiedliche:17 | unterschiedlichen:1
unterschiedlich,Dat,Plur,Fem,Pos,ADJ,Strong,unterschiedlichen:49 | unterschiedliche:1
unterschiedlich,Acc,Plur,Neut,Pos,ADJ,Weak,unterschiedlichen:3 | unterschiedliche:1
unterstützen,Acc,Plur,Fem,Pos,ADJ,Strong,unterstützende:1 | unterstützte:1
unterstützen,Dat,Sing,Neut,Pos,ADJ,Strong,unterstützende:1 | unterstütztem:1 | unterstützten:1
unvollständig,Dat,Sing,Fem,Pos,ADJ,Strong,unvollständigen:1 | unvollständiger:1
ursprünglich,Dat,Sing,Fem,Pos,ADJ,Strong,ursprünglichen:3 | ursprünglicher:1
verbessern,Dat,Sing,Fem,Pos,ADJ,Strong,verbesserten:10 | verbesserter:4
verbessern,Dat,Sing,Neut,Pos,ADJ,Strong,verbesserten:2 | verbessertem:1
verbessern,Dat,Sing,Masc,Pos,ADJ,Strong,verbessertem:2 | verbesserten:2
verbessern,Acc,Plur,Fem,Pos,ADJ,Strong,verbesserte:2 | verbesserten:2
verbinden,Dat,Plur,Fem,Pos,ADJ,Strong,verbindenden:1 | verbundenen:1
verbinden,Acc,Plur,Masc,Pos,ADJ,Strong,verbundene:1 | verbundenen:1
verbleiben,Dat,Plur,Masc,Pos,ADJ,Weak,verbleibenden:5 | verbliebenen:1
verbleiben,Acc,Plur,Fem,Pos,ADJ,Weak,verbliebenen:2 | verbleibenden:1
verbleiben,Acc,Plur,Masc,Pos,ADJ,Weak,verbliebenen:11 | verbleibenden:5
verbleiben,Acc,Sing,Fem,Pos,ADJ,Weak,verbleibende:3 | verbliebene:1
verbleiben,Dat,Plur,Fem,Pos,ADJ,Weak,verbleibenden:2 | verbliebenen:1
verbreiten,Dat,Sing,Fem,Pos,ADJ,Strong,verbreiteten:6 | verbreiteter:2
vereinigt,Dat,Sing,Neut,,PROPN,,vereinigten:3 | vereinigtes:1
vereinigt,Dat,Sing,Neut,Pos,ADJ,Weak,vereinigen:1 | vereinigten:1
verfügbar,Dat,Sing,Fem,Pos,ADJ,Strong,verfügbaren:1 | verfügbarer:1
vergeben,Dat,Plur,Neut,Pos,ADJ,Weak,vergebenden:1 | vergebenen:1
vergeben,Acc,Plur,Fem,Pos,ADJ,Weak,vergebenden:5 | vergebenen:1
vergehen,Dat,Sing,Neut,Pos,ADJ,Weak,vergangenen:545 | vergangenem:2
vergehen,Dat,Sing,Masc,Pos,ADJ,Weak,vergangenen:188 | vergangenem:3
vergleichbar,Dat,Sing,Fem,Pos,ADJ,Strong,vergleichbarer:11 | vergleichbaren:6
vergleichbar,Dat,Plur,Neut,Pos,ADJ,Strong,vergleichbaren:7 | vergleichbare:2
vergleichbar,Acc,Sing,Neut,Pos,ADJ,Strong,vergleichbares:8 | vergleichbare:1
vergleichbar,Dat,Sing,Masc,Pos,ADJ,Strong,vergleichbaren:9 | vergleichbarem:1
verhandeln,Acc,Plur,Masc,Pos,ADJ,Weak,verhandelnden:1 | verhandelten:1
verkürzen,Dat,Sing,Fem,Pos,ADJ,Strong,verkürzten:1 | verkürzter:1
vermindern,Dat,Sing,Fem,Pos,ADJ,Strong,verminderter:3 | verminderten:1
vermitteln,Dat,Sing,Masc,Pos,ADJ,Strong,vermitteltem:1 | vermittelten:1
vernünftig,Dat,Sing,Fem,Pos,ADJ,Strong,vernünftigen:4 | vernünftiger:4
verscheiden,Dat,Plur,Neut,Pos,ADJ,Strong,verschiedenen:44 | verschiedener:1
verscheiden,Acc,Plur,Fem,Pos,ADJ,Weak,verschiedenen:9 | verschiedene:1
verscheiden,Dat,Plur,Fem,Pos,ADJ,Strong,verschiedenen:70 | verschiedene:1
verschicken,Dat,Sing,Fem,Pos,ADJ,Strong,verschickten:1 | verschickter:1
verschieden,Dat,Plur,Fem,Pos,ADJ,Strong,verschiedenen:82 | verschieden:1 | verschiedene:1
verschlüsseln,Dat,Sing,Fem,Pos,ADJ,Strong,verschlüsselter:5 | ssl-verschlüsselter:1 | verschlüsselten:1
verschlüsseln,Acc,Sing,Fem,Pos,ADJ,Weak,verschlüsselte:2 | ssl-verschlüsselte:1
verschärfen,Acc,Sing,Masc,Pos,ADJ,Strong,verschärfenden:1 | verschärften:1
verschärfen,Acc,Plur,Fem,Pos,ADJ,Strong,verschärfende:1 | verschärfte:1
verschärfen,Dat,Sing,Masc,Pos,ADJ,Strong,verschärftem:1 | verschärften:1
versprechen,Acc,Plur,Fem,Pos,ADJ,Weak,versprechenden:1 | versprochenen:1
versprechen,Acc,Sing,Masc,Pos,ADJ,Weak,versprochenen:3 | versprechenden:1
verspätet,Dat,Sing,Fem,Pos,ADJ,Strong,verspäteten:1 | verspäteter:1
verständigen,Acc,Sing,Fem,Pos,ADJ,Weak,verständigende:1 | verständigte:1
verständlich,Dat,Sing,Fem,Pos,ADJ,Strong,verständlicher:2 | verständlichen:1
verstärken,Dat,Sing,Masc,Pos,ADJ,Strong,verstärkenden:1 | verstärktem:1
verstärken,Acc,Sing,Masc,Pos,ADJ,Weak,verstärkten:5 | verstärkenden:1
verstärken,Dat,Sing,Fem,Pos,ADJ,Strong,verstärkten:2 | verstärkter:1
verstärken,Dat,Sing,Fem,Pos,ADJ,Weak,verstärkten:2 | verstärkenden:1
verteilen,Dat,Sing,Fem,Pos,ADJ,Strong,verteilten:1 | verteilter:1
vertikal,Dat,Sing,Fem,Pos,ADJ,Strong,vertikaler:2 | vertikalen:1
verwenden,Acc,Sing,Fem,Pos,ADJ,Weak,verwendete:6 | verwandte:1
verwenden,Dat,Sing,Neut,Pos,ADJ,Strong,verwandten:1 | verwendetem:1
verwenden,Dat,Sing,Neut,Pos,ADJ,Weak,verwandten:1 | verwendeten:1
verwenden,Dat,Plur,Neut,Pos,ADJ,Strong,verwandten:1 | verwendeten:1
verändern,Dat,Plur,Neut,Pos,ADJ,Strong,veränderten:2 | gentechnisch-veränderten:1
verändern,Dat,Sing,Fem,Pos,ADJ,Strong,veränderten:2 | veränderter:1
verändern,Dat,Plur,Masc,Pos,ADJ,Weak,veränderten:2 | verändernden:1
verändern,Acc,Plur,Masc,Pos,ADJ,Weak,verändernden:2 | veränderten:2
verändern,Dat,Sing,Masc,Pos,ADJ,Weak,verändernden:1 | veränderten:1
veröffentlichen,Dat,Sing,Neut,Pos,ADJ,Weak,veröffentlichten:7 | veröffentlichtem:1
veröffentlichen,Dat,Sing,Fem,Pos,ADJ,Strong,veröffentlichten:41 | veröffentlichter:2
viel,Acc,Sing,Masc,,DET,,vielen:17 | viel:1
viel,Acc,Plur,Fem,,DET,,viele:24 | vielen:1
viel,Dat,Plur,,,DET,,vielen:458 | viele:1
viel,Dat,,,,DET,,viel:6 | vielen:1
viel,Acc,Plur,Neut,,DET,,viele:13 | vielen:1
viel,Acc,Plur,Masc,,DET,,viele:20 | vielen:2
viel,Acc,Plur,,,DET,,viele:513 | vielen:13
viel,Dat,Sing,Neut,,DET,,viel:1 | vielem:1
viel,Dat,Sing,,,DET,,vielen:4 | viel:1
viel,Acc,,,,DET,,viele:3 | viel:2 | vielen:1 | vieles:1
vielfältig,Dat,Sing,Fem,Pos,ADJ,Strong,vielfältigen:1 | vielfältiger:1
vierte,Dat,Sing,Neut,Pos,ADJ,Strong,vierten:12 | viertem:3
vierte,Dat,Sing,Fem,Pos,ADJ,Weak,vierten:6 | vierte:1
vierte,Dat,Sing,Fem,Pos,ADJ,Strong,vierter:4 | vierten:1
virtuell,Dat,Sing,Fem,Pos,ADJ,Strong,virtuellen:12 | virtuelle:1 | virtueller:1
virtuell,Dat,Sing,Fem,Pos,ADJ,Weak,virtuellen:18 | nicht-virtuellen:1
virtuell,Acc,Plur,Masc,Pos,ADJ,Strong,virtuelle:1 | virtuellen:1
virtuell,Dat,Sing,Masc,Pos,ADJ,Strong,virtuellen:8 | virtuellem:1
virtuell,Dat,Sing,Neut,Pos,ADJ,Strong,virtuellen:5 | virtuellem:3
virtuell,Acc,Plur,Neut,Pos,ADJ,Strong,virtuelle:7 | virtuellen:1
virtuell,Dat,Sing,,Pos,ADJ,Strong,virtuellem:1 | virtuellen:1
visuell,Dat,Sing,Fem,Pos,ADJ,Strong,visuellen:1 | visueller:1
visuell,Dat,Plur,Neut,Pos,ADJ,Strong,audio-visuellen:1 | visuellen:1
voll,Dat,Sing,Fem,Pos,ADJ,Strong,voller:31 | vollen:2
voll,Dat,Sing,Masc,Pos,ADJ,,vollem:43 | vollen:10
vollständig,Dat,Sing,Fem,Pos,ADJ,Strong,vollständigen:5 | vollständiger:2 | vollständigem:1
vollständig,Dat,Sing,Masc,Pos,ADJ,Strong,vollständigen:2 | vollständigem:1
vorangehen,Dat,Sing,Fem,Pos,ADJ,Strong,vorangegangenen:2 | vorangehender:1
voraussichtlich,Dat,Sing,Masc,Pos,ADJ,Strong,voraussichtlichem:1 | voraussichtlichen:1
vorgeben,Dat,Sing,Masc,Pos,ADJ,Strong,vorgegebenem:1 | vorgegebenen:1
vorhalten,Dat,Sing,Fem,Pos,ADJ,Strong,vorgehaltener:6 | vorgehaltenen:1
vorhanden,Dat,Plur,Fem,Pos,ADJ,Strong,vorhandenen:5 | vorhandene:1
vorhanden,Dat,Sing,Fem,Pos,ADJ,Strong,vorhandener:3 | vorhandenen:2
vorhanden,Dat,Sing,Fem,Pos,ADJ,Weak,vorhandenen:3 | vorhandene:1
vorinstallieren,Dat,Sing,Fem,Pos,ADJ,Strong,vorinstallierten:1 | vorinstallierter:1
vorlegen,Dat,Sing,Masc,Pos,ADJ,Weak,vorgelegten:8 | vorgelegtem:1
vorläufig,Dat,Sing,Fem,Pos,ADJ,Strong,vorläufigen:8 | vorläufiger:2
vorläufig,Dat,Sing,Masc,Pos,ADJ,Strong,vorläufigen:3 | vorläufigem:1
vornehm,Dat,Sing,Fem,Pos,ADJ,Strong,vornehmer:2 | vornehmen:1
vorsehen,Acc,Plur,Masc,Pos,ADJ,Weak,vorgesehenen:2 | vorgesehene:1
vorsehen,Dat,Sing,Fem,Pos,ADJ,Weak,vorgesehenen:9 | vorgesehene:1
wachsen,Acc,Sing,Fem,Pos,ADJ,Weak,wachsende:17 | gewachsene:1
wachsen,Acc,Sing,Masc,Pos,ADJ,Strong,wachsenden:6 | gewachsenen:2
wachsen,Dat,Sing,Masc,Pos,ADJ,Weak,wachsenden:23 | gewachsenen:2
wachsen,Dat,Sing,Masc,Pos,ADJ,Strong,wachsenden:4 | wachsendem:1
wachsen,Dat,Sing,Neut,Pos,ADJ,Strong,wachsendem:2 | wachsenden:1
wachsen,Dat,Sing,Fem,Pos,ADJ,Strong,wachsenden:7 | wachsender:6 | gewachsenen:1 | wachsende:1
wachsen,Acc,Sing,Neut,Pos,ADJ,Weak,wachsende:5 | gewachsene:1
was,Acc,Sing,Neut,,PRON,,was:709 | watt:1
weiblich,Dat,Plur,Fem,Pos,ADJ,Strong,weiblichen:2 | weibliche:1
weiblich,Dat,Sing,Fem,Pos,ADJ,Strong,weiblichen:1 | weiblicher:1
weich,Acc,Sing,Masc,Pos,ADJ,Strong,weichen:1 | wuschelig-weichen:1
weit,Dat,Sing,Fem,Cmp,ADJ,Strong,weiteren:47 | weiterer:5
weit,Dat,Plur,Fem,Cmp,ADJ,Strong,weiteren:119 | weitere:1
weit,Acc,Sing,Neut,Cmp,ADJ,Strong,weiteres:81 | weitere:1
weit,Acc,Plur,Neut,Cmp,ADJ,Strong,weitere:63 | weiteren:2
weit,Acc,Plur,Fem,Cmp,ADJ,Strong,weitere:107 | weiteren:2
weit,Acc,Plur,Fem,Cmp,ADJ,,weitere:1 | weiteren:1
weit,Acc,Plur,,Cmp,ADJ,Strong,weitere:6 | weiteren:1
weit,Acc,Plur,Masc,Cmp,ADJ,Strong,weitere:53 | weiteren:2
weit,Dat,Plur,Masc,Cmp,ADJ,Strong,weiteren:75 | weiterer:1
weit,Dat,Sing,Masc,Cmp,ADJ,Strong,weiteren:39 | weiterem:1
weit,Dat,Sing,Neut,,NOUN,,weitem:2 | weitesten:1
weit,Dat,Sing,Neut,Cmp,ADJ,Strong,weiteren:22 | weiterem:3
weit,Dat,Sing,Fem,Pos,ADJ,Weak,weiten:4 | eu-weiten:2
weit,Dat,Sing,Fem,Pos,ADJ,Strong,weiter:10 | weiten:1
weit,Acc,Sing,Neut,Pos,ADJ,Strong,weites:2 | eu-weites:1
weit,Acc,Sing,Neut,Pos,ADJ,Weak,eu-weite:1 | weite:1
weit,Acc,Sing,Masc,Pos,ADJ,Weak,us-weiten:1 | web-weiten:1
weit,Acc,Sing,Masc,Pos,ADJ,Strong,weiten:3 | us-weiten:1
weit,Acc,Sing,Fem,Pos,ADJ,Strong,weite:5 | eu-weite:2
weit,Acc,Plur,Fem,Pos,ADJ,Strong,eu-weite:1 | weite:1
weit,Dat,Sing,Neut,Pos,ADJ,Strong,us-weiten:1 | weitem:1
weitreichend,Dat,Sing,Fem,Pos,ADJ,Strong,weitreichenden:1 | weitreichender:1
weiß,Dat,Sing,Masc,Pos,ADJ,Strong,weißem:3 | weissem:1 | weißen:1
weiß,Dat,Sing,Neut,Pos,ADJ,Weak,weißen:14 | blau-weißen:1
