Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
ausdrücklich,Dat,Sing,Masc,Pos,ADJ,Strong,ausdrücklichem:1
ausdrücklich,Dat,Sing,Neut,Pos,ADJ,Strong,ausdrücklichem:1
auserlesen,Acc,Plur,,Pos,ADJ,Strong,auserlesene:1
auserwählen,Dat,Sing,Masc,Pos,ADJ,Weak,auserwählten:1
ausfallen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgefallenen:1
ausfallen,Dat,Plur,,Pos,ADJ,Weak,ausfallenden:1
ausfallen,Dat,Plur,,Pos,ADJ,Strong,ausgefallenen:2
ausfallen,Acc,Sing,Neut,Pos,ADJ,Weak,ausgefallene:1
ausfallen,Dat,Sing,Masc,Pos,ADJ,Weak,ausgefallenen:1
ausfallen,Acc,Plur,,Pos,ADJ,Strong,ausgefallene:1
ausfallen,Acc,Plur,,Pos,ADJ,Weak,ausgefallenen:1
ausfallen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgefallene:1
ausfallsichere,Acc,Sing,Masc,,ADJ,Strong,ausfallsichere:1
ausfallsicheren,Dat,Sing,Fem,,ADJ,Weak,ausfallsicheren:1
ausfallsicheren,Dat,Plur,,,ADJ,Weak,ausfallsicheren:1
ausfeilen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgefeiltem:1
ausfeilen,Dat,Plur,,Pos,ADJ,Strong,ausgefeilten:1
ausfeilen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgefeilten:2
ausflippen,Acc,Plur,,Pos,ADJ,Weak,ausgeflippten:1
ausformulierten,Acc,Sing,Masc,,ADJ,Strong,ausformulierten:1
ausführbar,Acc,Sing,Fem,Pos,ADJ,Strong,ausführbare:1
ausführbar,Dat,Sing,Fem,Pos,ADJ,Strong,ausführbaren:1 | ausführbarer:1
ausführbar,Acc,Sing,Neut,Pos,ADJ,Strong,ausführbares:1
ausführbar,Acc,Plur,,Pos,ADJ,Strong,ausführbare:3
ausführbar,Dat,Plur,,Pos,ADJ,Strong,ausführbaren:1
ausführen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgeführten:2
ausführen,Acc,Plur,,Pos,ADJ,Weak,ausgeführten:3
ausführen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgeführten:1
ausführen,Dat,Plur,,Pos,ADJ,Weak,ausgeführten:1
ausführen,Dat,Sing,Masc,Pos,ADJ,Weak,ausführenden:1
ausführlich,Acc,Sing,Fem,Pos,ADJ,Strong,ausführliche:8
ausführlich,Acc,Plur,,Pos,ADJ,,ausführliche:1
ausführlich,Acc,Plur,,Pos,ADJ,Strong,ausführliche:1
ausführlich,Acc,Plur,,Pos,ADJ,Weak,ausführliche:1 | ausführlichen:1
ausführlich,Acc,Sing,Masc,Cmp,ADJ,,ausführlicheren:5
ausführlich,Acc,Sing,Masc,Pos,ADJ,,ausführlichen:33
ausführlich,Dat,Sing,Masc,Pos,ADJ,Strong,ausführlichen:11 | ausführlichem:1
ausführlich,Dat,Plur,,Pos,ADJ,Strong,ausführlichen:6 | ausführliche:1
ausführlich,Dat,Sing,Fem,Pos,ADJ,,ausführlichen:3
ausführlich,Acc,Sing,Neut,Pos,ADJ,Weak,ausführliche:1
ausführlich,Dat,Sing,Neut,Pos,ADJ,,ausführlichen:3
ausführlich,Acc,Sing,Fem,Cmp,ADJ,Strong,ausführlichere:1
ausfüllen,Dat,Plur,,Pos,ADJ,Weak,ausgefüllten:1
ausfüllen,Dat,Sing,Masc,Pos,ADJ,Strong,ausgefülltem:1
ausgebaut,Dat,Plur,,Pos,ADJ,Strong,ausgebauten:1
ausgeben,Acc,Plur,,Pos,ADJ,Strong,ausgegebene:3
ausgeben,Acc,Plur,,Pos,ADJ,Weak,ausgegebenen:3
ausgeben,Dat,Plur,,Pos,ADJ,,ausgegebenen:4
ausgeben,Acc,Sing,Fem,Pos,ADJ,Weak,ausgegebene:1
ausgebildet,Acc,Plur,,Pos,ADJ,Strong,ausgebildete:2
ausgebildet,Dat,Plur,,Pos,ADJ,Strong,ausgebildeten:3
ausgebohrte,Acc,Sing,Fem,,ADJ,Weak,ausgebohrte:1
ausgebreitet,Dat,Plur,,Pos,ADJ,Strong,ausgebreiteten:1
ausgedehnt,Acc,Plur,,Pos,ADJ,Strong,ausgedehnte:2
ausgedehnt,Dat,Plur,,Pos,ADJ,Strong,ausgedehnten:1
ausgedient,Acc,Plur,,Pos,ADJ,Strong,ausgediente:1
ausgefallen,Acc,Plur,,Sup,ADJ,Weak,ausgefallensten:1
ausgefallen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgefallene:1
ausgefallen,Dat,Plur,,Pos,ADJ,Strong,ausgefallenen:1
ausgefeilteren,Dat,Plur,,,ADJ,Strong,ausgefeilteren:2
ausgeglichen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgeglichenen:1
ausgegründet,Dat,Plur,,Pos,ADJ,Strong,ausgegründeten:1
ausgehen,Acc,Sing,Fem,Pos,ADJ,,ausgehende:4
ausgehen,Dat,Plur,,Pos,ADJ,Strong,ausgehenden:1
ausgehend,Dat,Sing,Fem,Pos,ADJ,Weak,ausgehenden:1
ausgehend,Acc,Sing,Fem,Pos,ADJ,Strong,ausgehende:1
ausgeklügelt,Acc,Plur,,Pos,ADJ,Strong,ausgeklügelte:1
ausgelastet,Dat,Plur,,Pos,ADJ,Strong,ausgelasteten:1
ausgelobt,Acc,Sing,Masc,Pos,ADJ,Weak,ausgelobten:1
ausgeprägt,Dat,Plur,,Pos,ADJ,Strong,ausgeprägten:1
ausgeprägt,Acc,Sing,Fem,Pos,ADJ,Strong,ausgeprägte:1
ausgeprägt,Acc,Sing,Masc,Pos,ADJ,Strong,ausgeprägten:1
ausgeprägt,Dat,Sing,Masc,Pos,ADJ,Weak,ausgeprägten:1
ausgeprägt,Acc,Sing,Neut,Pos,ADJ,Strong,ausgeprägtes:1
ausgereift,Acc,Sing,Masc,Pos,ADJ,Strong,ausgereiften:1
ausgereift,Dat,Plur,,Sup,ADJ,Strong,ausgereiftesten:1
ausgereifteren,Dat,Plur,,,ADJ,Strong,ausgereifteren:1
ausgerichten,Dat,Sing,Masc,,ADJ,Strong,ausgerichten:1
ausgerichtet,Acc,Plur,,Pos,ADJ,Weak,ausgerichteten:1
ausgerichtet,Acc,Sing,Masc,Pos,ADJ,Weak,ausgerichteten:1
ausgerufen,Dat,Sing,Masc,Pos,ADJ,Weak,ausgerufenen:1
ausgeschieden,Dat,Sing,Fem,Pos,ADJ,Weak,ausgeschiedenen:1
ausgeschildert,Dat,Plur,,Pos,ADJ,Strong,ausgeschilderten:1
ausgeschrieben,Dat,Sing,Fem,Pos,ADJ,Weak,ausgeschriebene:1
ausgesendeten,Acc,Plur,,,ADJ,Weak,ausgesendeten:1
ausgespäht,Acc,Sing,Fem,Pos,ADJ,Weak,ausgespähte:1
ausgestalten,Acc,Sing,Masc,Pos,ADJ,Strong,ausgestalteten:1
ausgestatten,Dat,Plur,,,ADJ,Strong,ausgestatten:3
ausgestellt,Acc,Plur,,Pos,ADJ,Weak,ausgestellten:1
ausgestorben,Acc,Sing,Fem,Pos,ADJ,Strong,ausgestorbene:1
ausgestrahlt,Dat,Plur,,Pos,ADJ,,ausgestrahlten:2
ausgewachst,Acc,Sing,Fem,Pos,ADJ,Strong,ausgewachsene:1
ausgewachst,Dat,Plur,,Pos,ADJ,Strong,ausgewachsenen:1
ausgewogen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgewogenen:1
ausgewogen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgewogenes:1
ausgewogenere,Acc,Sing,Fem,,ADJ,Strong,ausgewogenere:1
ausgewogeneren,Dat,Plur,,,ADJ,Weak,ausgewogeneren:1
ausgewählt,Acc,Plur,,Pos,ADJ,Strong,ausgewählte:2
ausgezacktem,Dat,Sing,Masc,Pos,ADJ,Strong,ausgezacktem:1
ausgezeichente,Acc,Plur,,,ADJ,Strong,ausgezeichente:1
ausgiebig,Dat,Sing,Masc,Pos,ADJ,Strong,ausgiebigem:1 | ausgiebigen:1
ausgiebig,Dat,Plur,,Pos,ADJ,Strong,ausgiebigen:1
ausgiebig,Dat,Sing,Fem,Pos,ADJ,Strong,ausgiebigen:1
ausgleichen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgeglichene:1
ausgleichen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgeglichenen:1
ausgleichen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgeglichenes:3
ausgliedern,Dat,Sing,Masc,Pos,ADJ,Weak,ausgegliederten:1
ausgreifend,Acc,Sing,Neut,Pos,ADJ,Strong,ausgreifende:1
ausgründen,Acc,Sing,Fem,Pos,ADJ,Weak,ausgegründete:1
aushandeln,Dat,Sing,Masc,Pos,ADJ,,ausgehandelten:3
aushandeln,Acc,Plur,,Pos,ADJ,Strong,ausgehandelte:1
aushandeln,Acc,Sing,Masc,Pos,ADJ,,ausgehandelten:3
aushandeln,Dat,Sing,Neut,Pos,ADJ,Weak,ausgehandelten:1
ausklammern,Dat,Plur,,Pos,ADJ,Weak,ausgeklammerten:1
ausklappbar,Dat,Sing,Masc,Pos,ADJ,Strong,ausklappbarem:1
ausklappbar,Acc,Sing,Masc,Pos,ADJ,Strong,ausklappbaren:1
ausklappbar,Dat,Sing,Neut,Pos,ADJ,Weak,ausklappbaren:1
ausklinkbaren,Dat,Sing,Fem,,ADJ,Strong,ausklinkbaren:1
ausklügeln,Acc,Sing,Fem,Pos,ADJ,Strong,ausgeklügelte:1
ausklügeln,Dat,Sing,Fem,Pos,ADJ,Strong,ausgeklügelten:2
ausklügeln,Dat,Sing,Neut,Pos,ADJ,Strong,ausgeklügeltem:1 | ausgeklügelten:1
auskragend,Dat,Plur,,Pos,ADJ,Strong,auskragenden:1
auslagern,Dat,Plur,,Pos,ADJ,Strong,ausgelagerten:1
auslagern,Acc,Plur,,Pos,ADJ,Weak,ausgelagerten:2
auslagern,Acc,Plur,,Pos,ADJ,Strong,ausgelagerte:2
auslasten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgelastetem:1 | ausgelasteten:1
auslasten,Dat,Plur,,Pos,ADJ,Strong,ausgelasteten:1
auslasten,Acc,Sing,Masc,Pos,ADJ,Strong,ausgelasteten:1
auslaufen,Acc,Sing,Neut,Pos,ADJ,Weak,auslaufende:1
auslaufen,Acc,Sing,Neut,Pos,ADJ,Strong,auslaufendes:1
auslaufen,Acc,Sing,Masc,Pos,ADJ,Weak,auslaufenden:3
auslaufen,Acc,Plur,,Pos,ADJ,Weak,auslaufenden:1
auslaufende,Acc,Plur,,Pos,ADJ,Strong,auslaufende:1
auslegen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgelegten:2
auslegen,Dat,Plur,,Pos,ADJ,Weak,ausgelegten:1
auslegen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgelegten:1
auslegen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgelegten:1
auslegen,Acc,Sing,Fem,Pos,ADJ,Weak,ausgelegte:1
auslesbare,Acc,Sing,Fem,,ADJ,Strong,auslesbare:1
auslesbarer,Dat,Sing,Fem,,ADJ,Strong,auslesbarer:1
ausliefern,Dat,Sing,Fem,Pos,ADJ,Weak,ausgelieferten:3
ausliefern,Dat,Sing,Neut,Pos,ADJ,Weak,ausgelieferten:1
ausliefern,Dat,Sing,Masc,Pos,ADJ,Weak,ausgelieferten:1
ausliefern,Acc,Plur,,Pos,ADJ,Weak,ausgelieferten:4
ausliefern,Acc,Plur,,Pos,ADJ,Strong,ausgelieferte:1
ausliefern,Dat,Plur,,Pos,ADJ,,ausgelieferten:3
ausliegen,Dat,Plur,,Pos,ADJ,,ausliegenden:2
ausloben,Acc,Sing,Masc,Pos,ADJ,Weak,ausgelobten:1
ausloben,Acc,Sing,Neut,Pos,ADJ,Weak,ausgelobte:1
auslosen,Acc,Plur,,Pos,ADJ,Weak,ausgelosten:1
ausländeraufenthaltsrechtliche,Acc,Plur,,,ADJ,Strong,ausländeraufenthaltsrechtliche:1
ausländerfeindliche,Acc,Plur,,,ADJ,Strong,ausländerfeindliche:1
ausländerfeindlichen,Dat,Plur,,,ADJ,Strong,ausländerfeindlichen:1
ausländerfeindlichen,Dat,Sing,Neut,,ADJ,Strong,ausländerfeindlichen:1
ausländisch,Acc,Plur,,Pos,ADJ,Strong,ausländische:96 | ausländischen:1
ausländisch,Acc,Plur,,Pos,ADJ,Weak,ausländischen:10
ausländisch,Acc,Plur,,Pos,ADJ,,ausländische:1
ausländisch,Dat,Sing,Neut,Pos,ADJ,Strong,ausländischem:2 | ausländischen:1
ausländisch,Dat,Plur,,Pos,ADJ,Strong,ausländischen:60 | ausländische:1
ausländisch,Dat,Plur,,Pos,ADJ,Weak,ausländischen:7
ausländisch,Acc,Sing,Masc,Pos,ADJ,,ausländischen:5
ausländisch,Dat,Sing,Fem,Pos,ADJ,Strong,ausländischen:5 | ausländischer:2
ausländisch,Dat,Sing,Fem,Pos,ADJ,Weak,ausländischen:2
ausländisch,Acc,Sing,Fem,Pos,ADJ,Strong,ausländische:3
ausländisch,Acc,Sing,Neut,Pos,ADJ,Weak,ausländische:1
ausländisch,Dat,Sing,Masc,Pos,ADJ,,ausländischen:4
auslösen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgelösten:1
auslösen,Acc,Sing,Masc,Pos,ADJ,Weak,ausgelösten:1
auslösen,Acc,Plur,,Pos,ADJ,Weak,ausgelösten:2
auslösen,Dat,Sing,Masc,Pos,ADJ,,ausgelösten:2
auslösen,Acc,Sing,Fem,Pos,ADJ,Weak,ausgelöste:1
auslösen,Dat,Sing,Fem,Pos,ADJ,Weak,auslösenden:1
ausmachen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgemachten:1
ausmachen,Acc,Plur,,Pos,ADJ,Strong,ausgemachte:2
ausmachen,Dat,Plur,,Pos,ADJ,Weak,ausgemachten:1
ausmachen,Acc,Sing,Fem,Pos,ADJ,Weak,ausgemachte:1
ausmustern,Dat,Plur,,Pos,ADJ,Strong,ausgemusterten:1
ausnutzen,Dat,Sing,Fem,Pos,ADJ,Weak,ausgenutzten:1
ausprägen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgeprägtem:1
ausprägen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgeprägten:1
ausprägen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgeprägtes:1
ausprägen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgeprägten:1
auspustenden,Dat,Sing,Fem,Pos,ADJ,Strong,auspustenden:1
ausrangierten,Acc,Sing,Masc,,ADJ,Strong,ausrangierten:1
ausreichen,Dat,Sing,Fem,Pos,ADJ,Strong,ausreichender:7
ausreichen,Dat,Sing,Masc,Pos,ADJ,Strong,ausreichendem:1 | ausreichenden:1
ausreichen,Acc,Sing,Fem,Pos,ADJ,Strong,ausreichende:11
ausreichen,Dat,Sing,Neut,Pos,ADJ,Strong,ausreichendem:5 | ausreichenden:2
ausreichen,Dat,Plur,,Pos,ADJ,Strong,ausreichenden:1
ausreichen,Acc,Plur,,Pos,ADJ,Strong,ausreichende:3 | ausreichenden:1
ausreichen,Acc,Sing,Masc,Pos,ADJ,Strong,ausreichenden:6
ausreichend,Acc,Sing,Fem,Pos,ADJ,Strong,ausreichende:3
ausreichend,Dat,Sing,Neut,Pos,ADJ,Strong,ausreichendem:1 | ausreichenden:1
ausreichend,Dat,Sing,Neut,Pos,ADJ,Weak,ausreichenden:1
ausreichend,Dat,Sing,Fem,Pos,ADJ,Strong,ausreichenden:1 | ausreichender:1
ausreichend,Acc,Plur,,Pos,ADJ,Strong,ausreichende:1
ausreichend,Dat,Sing,Masc,Pos,ADJ,Strong,ausreichenden:1
ausreichend,Dat,Plur,,Pos,ADJ,Strong,ausreichenden:1
ausreifen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgereiftes:4
ausreifen,Dat,Sing,Masc,Pos,ADJ,Strong,ausgereiftem:1
ausreifen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgereiften:1
ausreifen,Dat,Sing,Fem,Pos,ADJ,Weak,ausgereiften:1
ausrichten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgerichteten:1
ausrichten,Dat,Sing,,Pos,ADJ,Weak,ausgerichteten:1
ausrichten,Dat,Plur,,Pos,ADJ,Strong,ausgerichteten:1
ausrichten,Acc,Sing,Fem,Pos,ADJ,,ausgerichtete:3
ausrichten,Dat,Sing,Fem,Pos,ADJ,,ausgerichteten:2
ausrichten,Acc,Sing,Masc,Pos,ADJ,Strong,ausgerichteten:1
ausrotten,Dat,Plur,,Pos,ADJ,Weak,ausgerotteten:1
ausrufen,Acc,Sing,Masc,Pos,ADJ,Weak,ausgerufenen:1
ausrüstbaren,Acc,Sing,Masc,,ADJ,Strong,ausrüstbaren:1
ausrüsten,Acc,Sing,Neut,Pos,ADJ,Strong,ausgerüstetes:1
ausrüsten,Dat,Sing,,Pos,ADJ,Strong,ausgerüstetem:1
ausrüsten,Dat,Plur,,Pos,ADJ,Strong,ausgerüsteten:3
ausrüsten,Acc,Plur,,Pos,ADJ,Strong,ausgerüstete:1
aussagekräftige,Acc,Sing,Fem,,ADJ,Strong,aussagekräftige:2
aussagekräftigen,Dat,Plur,,,ADJ,Weak,aussagekräftigen:1
ausschalten,Dat,Sing,Fem,Pos,ADJ,Strong,ausgeschalteter:2
ausschalten,Dat,Sing,Masc,Pos,ADJ,Strong,ausgeschaltetem:6
ausschalten,Dat,Sing,,Pos,ADJ,Strong,ausgeschaltetem:1
ausschalten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgeschaltetem:3 | ausgeschalteten:1
ausscheiden,Dat,Plur,,Pos,ADJ,Weak,ausscheidenden:1
ausscheiden,Acc,Plur,,Pos,ADJ,Weak,ausscheidenden:1
ausscheiden,Acc,Plur,,Pos,ADJ,Strong,ausgeschiedene:1
ausscheiden,Dat,Sing,Masc,Pos,ADJ,Weak,ausgeschiedenen:1
ausschließend,Dat,Sing,Fem,Pos,ADJ,Strong,ausschließender:1
ausschließlich,Dat,,,Pos,ADJ,,ausschließlich:2
ausschließlich,Dat,Sing,Neut,Pos,ADJ,Weak,ausschließlichen:1
ausschließlich,Dat,Sing,Masc,Pos,ADJ,Weak,ausschließlichen:1
ausschließlich,Acc,Sing,Fem,Pos,ADJ,Strong,ausschließliche:1
ausschließlich,Dat,Sing,Fem,Pos,ADJ,Weak,ausschließlichen:1
ausschreiben,Acc,Sing,Masc,Pos,ADJ,Weak,ausgeschriebenen:1
ausschreiben,Dat,Sing,Masc,Pos,ADJ,Weak,ausgeschriebenen:2
ausschreiben,Dat,Plur,,Pos,ADJ,Strong,ausgeschriebenen:2
ausschreiben,Acc,Plur,,Pos,ADJ,Strong,ausgeschriebene:1
ausschreiben,Acc,Sing,Fem,Pos,ADJ,Weak,ausgeschriebene:1
ausschweifen,Dat,Sing,Neut,Pos,ADJ,Strong,ausschweifendem:1
ausschweifen,Dat,Plur,,Pos,ADJ,Strong,ausschweifenden:1
aussehen,Acc,Sing,Masc,Pos,ADJ,Weak,aussehenden:1
ausser,Dat,,,,ADP,,ausser:2
aussergerichtliche,Acc,Sing,Fem,,ADJ,Strong,aussergerichtliche:2
aussergerichtlichen,Dat,Sing,Fem,,ADJ,Weak,aussergerichtlichen:1
ausserhalb,Dat,,,,ADP,,ausserhalb:1
aussichtsreich,Acc,Sing,Fem,Pos,ADJ,Strong,aussichtsreiche:1
aussichtsreich,Dat,Sing,Fem,Pos,ADJ,Weak,aussichtsreichen:1
aussichtsreich,Dat,Plur,,Pos,ADJ,Strong,aussichtsreichen:1
aussichtsreich,Dat,Sing,Masc,Sup,ADJ,Weak,aussichtsreichsten:1
aussichtsreich,Acc,Plur,,Sup,ADJ,,aussichtsreichsten:3
aussichtsreich,Acc,Sing,Masc,Pos,ADJ,Weak,aussichtsreichen:1
aussichtsreich,Acc,Sing,Masc,Sup,ADJ,Strong,aussichtsreichsten:1
aussprechen,Acc,Sing,Masc,Pos,ADJ,,ausgesprochenen:2
aussprechen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgesprochenen:1
aussprechen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgesprochenes:1
aussprechen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgesprochenen:1
ausstatten,Dat,Sing,Fem,Pos,ADJ,,ausgestatteten:2
ausstatten,Dat,Sing,Masc,Pos,ADJ,,ausgestatteten:4
ausstatten,Acc,Sing,Fem,Pos,ADJ,,ausgestattete:5
ausstatten,Acc,Sing,Masc,Pos,ADJ,,ausgestatteten:8
ausstatten,Acc,Plur,,Pos,ADJ,Strong,ausgestattete:4
ausstatten,Acc,Plur,,Pos,ADJ,Weak,ausgestatteten:2
ausstatten,Dat,Plur,,Pos,ADJ,,ausgestatteten:5
ausstatten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgestattetem:1
ausstatten,Acc,Sing,Neut,Pos,ADJ,Strong,ausgestattetes:2
ausstatten,Acc,Sing,Neut,Pos,ADJ,Weak,ausgestattete:2
ausstehen,Acc,Plur,,Pos,ADJ,Strong,ausstehende:4 | ausstehenden:1
ausstehen,Acc,Plur,,Pos,ADJ,Weak,ausstehenden:5
ausstehen,Acc,Sing,Masc,Pos,ADJ,Strong,ausstehenden:1
ausstehen,Dat,Plur,,Pos,ADJ,Strong,ausstehenden:2
ausstehen,Dat,Sing,Masc,Pos,ADJ,Strong,ausstehenden:1
ausstehend,Acc,Sing,Fem,Pos,ADJ,Weak,ausstehende:1
ausstehende,Acc,Sing,Fem,Pos,ADJ,Weak,ausstehende:2
ausstehenden,Acc,Plur,,Pos,ADJ,Weak,ausstehenden:1
ausstehenden,Acc,Sing,Masc,Pos,ADJ,Weak,ausstehenden:1
ausstellen,Dat,Plur,,Pos,ADJ,Strong,ausstellenden:2 | ausgestellten:1
ausstellen,Dat,Plur,,Pos,ADJ,Weak,ausstellenden:1
aussterben,Acc,Sing,Fem,Pos,ADJ,Strong,aussterbende:1
aussterben,Acc,Sing,Masc,Pos,ADJ,Weak,aussterbenden:1
ausstrahlen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgestrahlten:1
ausstrahlen,Acc,Plur,,Pos,ADJ,Weak,ausgestrahlten:1
ausstrahlen,Acc,Sing,Neut,Pos,ADJ,Weak,ausgestrahlte:1
ausstrahlen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgestrahlte:1
ausstrahlend,Acc,Plur,,Pos,ADJ,Weak,ausstrahlenden:1
aussuchen,Dat,Plur,,Pos,ADJ,Strong,ausgesuchten:3 | ausgesuchte:1
aussuchen,Dat,Plur,,Pos,ADJ,Weak,ausgesuchten:1
aussuchen,Acc,Plur,,Pos,ADJ,Strong,ausgesuchte:2
austauschbar,Acc,Plur,,Pos,ADJ,Strong,austauschbare:1
austauschen,Acc,Sing,Fem,Pos,ADJ,Weak,ausgetauschte:1
austragen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgetragenen:1
australian,Dat,,,,X,,australian:1
australian,Dat,Plur,,Pos,ADJ,Weak,australian:1
australisch,Dat,Sing,Masc,Pos,ADJ,Weak,australischen:3
australisch,Acc,Sing,Masc,Pos,ADJ,Weak,australischen:5
australisch,Dat,Sing,Fem,Pos,ADJ,Weak,australischen:6
australisch,Dat,Sing,Neut,Pos,ADJ,,australischen:2
australisch,Dat,Sing,,Pos,ADJ,Weak,australischen:1
australisch,Acc,Sing,Fem,Pos,ADJ,,australische:6
australisch,Acc,Plur,,Pos,ADJ,Weak,australischen:2
australisch,Acc,Plur,,Pos,ADJ,Strong,australische:1
australisch,Dat,Plur,,Pos,ADJ,,australischen:2
australisch,Acc,Sing,Neut,Pos,ADJ,Weak,australische:1
austreten,Dat,Plur,,Pos,ADJ,Weak,ausgetretenen:1
austroasiatischen,Dat,Plur,,Pos,ADJ,Weak,austroasiatischen:1
austronesischen,Dat,Plur,,Pos,ADJ,Weak,austronesischen:1
austüfteln,Dat,Sing,Fem,Pos,ADJ,Strong,ausgetüftelten:1
austüfteln,Dat,Sing,Neut,Pos,ADJ,Strong,ausgetüftelten:1
ausufern,Dat,Sing,Fem,Pos,ADJ,Weak,ausufernden:1
ausufern,Acc,Plur,,Pos,ADJ,Weak,ausufernden:3
ausufern,Acc,Sing,Fem,Pos,ADJ,Weak,ausufernde:1
ausverhandeln,Dat,Plur,,Pos,ADJ,Weak,ausverhandelten:1
ausverhandeln,Acc,Sing,Masc,Pos,ADJ,Strong,ausverhandelten:1
ausverkaufen,Acc,Sing,Masc,Pos,ADJ,Weak,ausverkauften:1
ausverkaufen,Dat,Plur,,Pos,ADJ,Strong,ausverkauften:1
auswachsen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgewachsenen:1
auswachsen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgewachsenes:1
ausweisen,Dat,Sing,Masc,Pos,ADJ,Strong,ausgewiesenen:1
ausweisen,Acc,Plur,,Pos,ADJ,Strong,ausgewiesene:1
ausweisen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgewiesene:1
ausweisen,Dat,Plur,,Pos,ADJ,Weak,ausgewiesenen:1
auswertenden,Dat,Plur,,Pos,ADJ,Strong,auswertenden:1
auswiegen,Dat,Sing,,Pos,ADJ,Strong,ausgewogenen:1
auswiegen,Dat,Plur,,Pos,ADJ,Strong,ausgewogenen:2
auswiegen,Dat,Sing,Masc,Pos,ADJ,Weak,ausgewogenen:1
auswiegen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgewogenen:1
auswiegen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgewogenen:1
auswählen,Acc,Sing,Neut,Pos,ADJ,Weak,ausgewählte:1
auswählen,Dat,Sing,Neut,Pos,ADJ,,ausgewählten:2
auswählen,Acc,Plur,,Pos,ADJ,Strong,ausgewählte:11
auswählen,Acc,Plur,,Pos,ADJ,Weak,ausgewählten:5
auswählen,Dat,Plur,,Pos,ADJ,,ausgewählten:33
auswählen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgewählte:2
auswählen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgewählten:1 | ausgewählter:1
auswählen,Dat,Sing,Fem,Pos,ADJ,Weak,ausgewählten:1
auswählen,Acc,Plur,,,ADJ,,ausgewählte:1
auswählen,Dat,Sing,Masc,Pos,ADJ,Strong,ausgewählten:1
auswärtig,Acc,Plur,,,PROPN,,auswärtige:1
auswärtig,Acc,Sing,Neut,,PROPN,,auswärtige:1
auswärtig,Acc,Sing,Masc,Pos,ADJ,Weak,auswärtigen:1
auswärtig,Dat,Sing,Neut,,PROPN,,auswärtigen:1
auswärtig,Acc,Plur,,Pos,ADJ,Strong,auswärtige:1
auswärtig,Acc,Plur,,Pos,ADJ,Weak,auswärtigen:1
auswärtig,Dat,Sing,Neut,Pos,ADJ,Weak,auswärtigen:3
auswärtig,Dat,Sing,Masc,Pos,ADJ,Weak,auswärtigen:1
auszeichnen,Acc,Sing,Fem,Pos,ADJ,,ausgezeichnete:2
auszeichnen,Dat,Sing,Fem,Pos,ADJ,,ausgezeichneten:2
auszeichnen,Acc,Plur,,Pos,ADJ,,ausgezeichnete:5
auszeichnen,Acc,Sing,Neut,Pos,ADJ,Strong,ausgezeichnetes:4
auszeichnen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgezeichneten:1
auszeichnen,Acc,Sing,Masc,Pos,ADJ,Strong,ausgezeichneten:1
auszeichnen,Dat,Plur,,Pos,ADJ,Weak,ausgezeichneten:1
auszugebenden,Acc,Plur,,Pos,ADJ,Weak,auszugebenden:1
auszuwählend,Dat,Sing,Fem,Pos,ADJ,Strong,auszuwählenden:1
ausüben,Dat,Sing,,Pos,ADJ,Strong,ausgeübtem:1
